id,title,description,availability,condition,price,link,image_link,brand,quantity_to_sell_on_facebook,size,item_group_id
112795152,Revolver Jade Racerback Bra- Black,"Full coverage bra with extra support in black
Colourblocked with tan, navy and cream piping
Scooped T bar back with printed arrow logo
Internal underbust elastic and removable cups
Recycled textured rib fabrication with moisture wicking properties",in stock,new,89.99 USD,revolver-jade-racerback-bra-black,https://cdn.shoplightspeed.com/shops/651012/files/70424326/screenshot-2025-04-17-at-91339am.png,"{'resource': {'id': 3679981, 'url': 'brands/3679981', 'link': 'https://api.shoplightspeed.com/us/brands/3679981.json'}}",2,S,67116037
112795151,Revolver 25IN Midi Pant- Black,"Made to go fast, THE UPSIDE'S Revolver Midi Pant is designed to perform.",in stock,new,119.99 USD,revolver-25in-midi-pant-black,https://cdn.shoplightspeed.com/shops/651012/files/70424320/screenshot-2025-04-17-at-90853am.png,"{'resource': {'id': 3679981, 'url': 'brands/3679981', 'link': 'https://api.shoplightspeed.com/us/brands/3679981.json'}}",0,L,67116036
112795150,Revolver 25IN Midi Pant- Black,"Made to go fast, THE UPSIDE'S Revolver Midi Pant is designed to perform.",in stock,new,119.99 USD,revolver-25in-midi-pant-black,https://cdn.shoplightspeed.com/shops/651012/files/70424320/screenshot-2025-04-17-at-90853am.png,"{'resource': {'id': 3679981, 'url': 'brands/3679981', 'link': 'https://api.shoplightspeed.com/us/brands/3679981.json'}}",1,M,67116036
112795149,Revolver 25IN Midi Pant- Black,"Made to go fast, THE UPSIDE'S Revolver Midi Pant is designed to perform.",in stock,new,119.99 USD,revolver-25in-midi-pant-black,https://cdn.shoplightspeed.com/shops/651012/files/70424320/screenshot-2025-04-17-at-90853am.png,"{'resource': {'id': 3679981, 'url': 'brands/3679981', 'link': 'https://api.shoplightspeed.com/us/brands/3679981.json'}}",0,S,67116036
112795148,Revolver 25IN Midi Pant- Black,"Made to go fast, THE UPSIDE'S Revolver Midi Pant is designed to perform.",in stock,new,119.99 USD,revolver-25in-midi-pant-black,https://cdn.shoplightspeed.com/shops/651012/files/70424320/screenshot-2025-04-17-at-90853am.png,"{'resource': {'id': 3679981, 'url': 'brands/3679981', 'link': 'https://api.shoplightspeed.com/us/brands/3679981.json'}}",1,XS,67116036
112761841,Studio Siren Pant- Heather Grey,"Essential for going to and from the studio or a long day of travel, these super-soft pants feature a wide-leg silhouette with flattering drape for an effortless look.",in stock,new,108 USD,studio-siren-pant-heather-grey,https://cdn.shoplightspeed.com/shops/651012/files/70385412/screenshot-2025-05-21-at-20927pm.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",1,XS,67098872
112761838,Studio Siren Pant- Heather Grey,"Essential for going to and from the studio or a long day of travel, these super-soft pants feature a wide-leg silhouette with flattering drape for an effortless look.",in stock,new,108 USD,studio-siren-pant-heather-grey,https://cdn.shoplightspeed.com/shops/651012/files/70385412/screenshot-2025-05-21-at-20927pm.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",0,S,67098872
112761821,Studio Siren Pant- Heather Grey,"Essential for going to and from the studio or a long day of travel, these super-soft pants feature a wide-leg silhouette with flattering drape for an effortless look.",in stock,new,108 USD,studio-siren-pant-heather-grey,https://cdn.shoplightspeed.com/shops/651012/files/70385412/screenshot-2025-05-21-at-20927pm.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",1,M,67098872
112760890,All Clear Cami- Seafoam,"So essential, this cami is an easy layer featuring a soft and light fabrication that offers barely-there coverage, with a flattering scoop neckline and racerback for effortless cool.",in stock,new,30 USD,all-clear-cami-seafoam,https://cdn.shoplightspeed.com/shops/651012/files/70384412/screenshot-2025-05-21-at-14546pm.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",2,XS/S,67098393
112760871,All Clear Cami- Seafoam,"So essential, this cami is an easy layer featuring a soft and light fabrication that offers barely-there coverage, with a flattering scoop neckline and racerback for effortless cool.",in stock,new,30 USD,all-clear-cami-seafoam,https://cdn.shoplightspeed.com/shops/651012/files/70384412/screenshot-2025-05-21-at-14546pm.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",2,M/L,67098393
112743589,Airweight Bra With Ruching- White,Splits59 built sports bra support into this ultra light crop bra with ruched front. The super soft ultra luxe Airweight performance fabric gives you superior second skin comfort and freedom.,in stock,new,88 USD,airweight-bra-with-ruching-white,https://cdn.shoplightspeed.com/shops/651012/files/70368703/screenshot-2025-05-20-at-81307pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",2,S,67087529
112743585,Airweight Bra With Ruching- White,Splits59 built sports bra support into this ultra light crop bra with ruched front. The super soft ultra luxe Airweight performance fabric gives you superior second skin comfort and freedom.,in stock,new,88 USD,airweight-bra-with-ruching-white,https://cdn.shoplightspeed.com/shops/651012/files/70368703/screenshot-2025-05-20-at-81307pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",1,M,67087529
112743527,Austin Rigor Dress- White/Indigo,"Another court sport dress for your collection, the Austin Dress is the perfect piece for your next game. Super soft Rigor fabric and built-in shorts. Zip down polo neckline, racerback, and side slits.",in stock,new,168 USD,austin-rigor-dress-white-indigo,https://cdn.shoplightspeed.com/shops/651012/files/70368651/screenshot-2025-05-20-at-81023pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",0,XS,67087474
112743525,Austin Rigor Dress- White/Indigo,"Another court sport dress for your collection, the Austin Dress is the perfect piece for your next game. Super soft Rigor fabric and built-in shorts. Zip down polo neckline, racerback, and side slits.",in stock,new,168 USD,austin-rigor-dress-white-indigo,https://cdn.shoplightspeed.com/shops/651012/files/70368651/screenshot-2025-05-20-at-81023pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",1,S,67087474
112743515,Austin Rigor Dress- White/Indigo,"Another court sport dress for your collection, the Austin Dress is the perfect piece for your next game. Super soft Rigor fabric and built-in shorts. Zip down polo neckline, racerback, and side slits.",in stock,new,168 USD,austin-rigor-dress-white-indigo,https://cdn.shoplightspeed.com/shops/651012/files/70368651/screenshot-2025-05-20-at-81023pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",1,M,67087474
112743418,Airweight Bomber Jacket- White,"Sleek lines and long sleeve coverage in a buttery soft full-length zip bomber. Perfect worn alone or layered. Pair it with a matching dress, skort or legging. ",in stock,new,158 USD,airweight-bomber-jacket-white,https://cdn.shoplightspeed.com/shops/651012/files/70368612/screenshot-2025-05-20-at-80938pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",1,XS,67087385
112743410,Airweight Bomber Jacket- White,"Sleek lines and long sleeve coverage in a buttery soft full-length zip bomber. Perfect worn alone or layered. Pair it with a matching dress, skort or legging. ",in stock,new,158 USD,airweight-bomber-jacket-white,https://cdn.shoplightspeed.com/shops/651012/files/70368612/screenshot-2025-05-20-at-80938pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",0,S,67087385
112743409,Airweight Bomber Jacket- White,"Sleek lines and long sleeve coverage in a buttery soft full-length zip bomber. Perfect worn alone or layered. Pair it with a matching dress, skort or legging. ",in stock,new,158 USD,airweight-bomber-jacket-white,https://cdn.shoplightspeed.com/shops/651012/files/70368612/screenshot-2025-05-20-at-80938pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",1,M,67087385
112742728,Miles High Waist Rigor 7/8- Skylight/White,A contrast color stripe wraps from hip to ankle on this classic legging in our luxurious form fitting Rigor fabric. Pair it with the matching Miles Rigor Bra.,in stock,new,138 USD,miles-high-waist-rigor-7-8-skylight-white,https://cdn.shoplightspeed.com/shops/651012/files/70368292/screenshot-2025-05-20-at-74140pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",1,XS,67086787
112742726,Miles High Waist Rigor 7/8- Skylight/White,A contrast color stripe wraps from hip to ankle on this classic legging in our luxurious form fitting Rigor fabric. Pair it with the matching Miles Rigor Bra.,in stock,new,138 USD,miles-high-waist-rigor-7-8-skylight-white,https://cdn.shoplightspeed.com/shops/651012/files/70368292/screenshot-2025-05-20-at-74140pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",1,S,67086787
112742721,Miles High Waist Rigor 7/8- Skylight/White,A contrast color stripe wraps from hip to ankle on this classic legging in our luxurious form fitting Rigor fabric. Pair it with the matching Miles Rigor Bra.,in stock,new,138 USD,miles-high-waist-rigor-7-8-skylight-white,https://cdn.shoplightspeed.com/shops/651012/files/70368292/screenshot-2025-05-20-at-74140pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",0,M,67086787
112742658,Miles Rigor Bra- Skylight/White,"Engineered for action, designed for beauty with a crossover back the Miles Rigor Bra delivers support and style for every workout. ",in stock,new,82 USD,miles-rigor-bra-skylight-white,https://cdn.shoplightspeed.com/shops/651012/files/70368250/screenshot-2025-05-20-at-73948pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",0,M,67086721
112742652,Miles Rigor Bra- Skylight/White,"Engineered for action, designed for beauty with a crossover back the Miles Rigor Bra delivers support and style for every workout. ",in stock,new,82 USD,miles-rigor-bra-skylight-white,https://cdn.shoplightspeed.com/shops/651012/files/70368250/screenshot-2025-05-20-at-73948pm.png,"{'resource': {'id': 3426207, 'url': 'brands/3426207', 'link': 'https://api.shoplightspeed.com/us/brands/3426207.json'}}",1,S,67086721
112720521,Spritz Vintage Cap- Navy,"Add a touch of coolness to your outfit. Featuring a classic dad hat design with fine embroidery, this cap is made from high-end 100%  cotton for a soft and comfortable feel. Features an adjustable buckle strap.",in stock,new,47 USD,spritz-vintage-cap-navy,https://cdn.shoplightspeed.com/shops/651012/files/70348753/screenshot-2025-05-19-at-84432pm.png,"{'resource': {'id': 3782706, 'url': 'brands/3782706', 'link': 'https://api.shoplightspeed.com/us/brands/3782706.json'}}",2,One size,67073467
112720504,Not a Tourist Cap- White,"Add a touch of coolness to your outfit. Featuring a classic dad hat design with fine embroidery, this cap is made from high-end 100%  cotton for a soft and comfortable feel. Features an adjustable buckle strap.",in stock,new,47 USD,not-a-tourist-cap-white,https://cdn.shoplightspeed.com/shops/651012/files/70348743/screenshot-2025-05-19-at-84021pm.png,"{'resource': {'id': 3782706, 'url': 'brands/3782706', 'link': 'https://api.shoplightspeed.com/us/brands/3782706.json'}}",1,One size,67073454
112720502,Negroni Please Cap- Spruce,"Add a touch of coolness to your outfit. Featuring a classic dad hat design with fine embroidery, this cap is made from high-end 100%  cotton for a soft and comfortable feel. Features an adjustable buckle strap.",in stock,new,47 USD,negroni-please-cap-spruce,https://cdn.shoplightspeed.com/shops/651012/files/70348738/screenshot-2025-05-19-at-83657pm.png,"{'resource': {'id': 3782706, 'url': 'brands/3782706', 'link': 'https://api.shoplightspeed.com/us/brands/3782706.json'}}",1,One size,67073452
112720495,Jet Lagged Cap- Navy,,in stock,new,47 USD,jet-lagged-cap-navy,https://cdn.shoplightspeed.com/shops/651012/files/70348733/screenshot-2025-05-19-at-83657pm.png,"{'resource': {'id': 3782706, 'url': 'brands/3782706', 'link': 'https://api.shoplightspeed.com/us/brands/3782706.json'}}",1,One size,67073445
112720483,Champagne Problems Cap- Pink,"Add a touch of coolness to your outfit. Featuring a classic dad hat design with fine embroidery, this cap is made from high-end 100%  cotton for a soft and comfortable feel. Features an adjustable buckle strap.",in stock,new,47 USD,champagne-problems-cap-pink,https://cdn.shoplightspeed.com/shops/651012/files/70348721/screenshot-2025-05-19-at-83429pm.png,"{'resource': {'id': 3782706, 'url': 'brands/3782706', 'link': 'https://api.shoplightspeed.com/us/brands/3782706.json'}}",1,One size,67073435
112720476,Late Check Out Cap- Black,"Add a touch of coolness to your outfit. Featuring a classic dad hat design with fine embroidery, this cap is made from high-end 100%  cotton for a soft and comfortable feel. Features an adjustable buckle strap.",in stock,new,46 USD,late-check-out-cap-black,https://cdn.shoplightspeed.com/shops/651012/files/70348710/screenshot-2025-05-19-at-83238pm.png,"{'resource': {'id': 3782706, 'url': 'brands/3782706', 'link': 'https://api.shoplightspeed.com/us/brands/3782706.json'}}",2,One size,67073428
112687360,Never Better Heather Crop- Blueberry Heather,"The perfect top to pair with absolutely any fitness-focused ‘fit, this timeless crop is featured in a V-neck silhouette and heathered fabrication with lining for extra hold and defined seaming throughout for a forever flattering finish.",in stock,new,34.8 USD,never-better-heather-crop-blueberry-heather,https://cdn.shoplightspeed.com/shops/651012/files/70308355/screen-shot-2024-12-11-at-125012-pm.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",0,M,67053767
112687351,Never Better Heather Crop- Blueberry Heather,"The perfect top to pair with absolutely any fitness-focused ‘fit, this timeless crop is featured in a V-neck silhouette and heathered fabrication with lining for extra hold and defined seaming throughout for a forever flattering finish.",in stock,new,34.8 USD,never-better-heather-crop-blueberry-heather,https://cdn.shoplightspeed.com/shops/651012/files/70308355/screen-shot-2024-12-11-at-125012-pm.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",1,XS,67053767
112677852,Angelina Skirt Crochet- Onyx,"Meet our new crochet Angelina skirt. Featuring detailed crochet work and a sleek straight fit, the Angelina has the perfect amount of refined bohemian charm. Thoughtfully designed with a partial lining for comfort and coverage.",in stock,new,198 USD,angelina-skirt-crochet-onyx,https://cdn.shoplightspeed.com/shops/651012/files/70302061/screenshot-2025-05-15-at-95855pm.png,"{'resource': {'id': 3192429, 'url': 'brands/3192429', 'link': 'https://api.shoplightspeed.com/us/brands/3192429.json'}}",1,XS,67046653
112677851,Angelina Skirt Crochet- Onyx,"Meet our new crochet Angelina skirt. Featuring detailed crochet work and a sleek straight fit, the Angelina has the perfect amount of refined bohemian charm. Thoughtfully designed with a partial lining for comfort and coverage.",in stock,new,198 USD,angelina-skirt-crochet-onyx,https://cdn.shoplightspeed.com/shops/651012/files/70302061/screenshot-2025-05-15-at-95855pm.png,"{'resource': {'id': 3192429, 'url': 'brands/3192429', 'link': 'https://api.shoplightspeed.com/us/brands/3192429.json'}}",1,S,67046653
112677850,Angelina Skirt Crochet- Onyx,"Meet our new crochet Angelina skirt. Featuring detailed crochet work and a sleek straight fit, the Angelina has the perfect amount of refined bohemian charm. Thoughtfully designed with a partial lining for comfort and coverage.",in stock,new,198 USD,angelina-skirt-crochet-onyx,https://cdn.shoplightspeed.com/shops/651012/files/70302061/screenshot-2025-05-15-at-95855pm.png,"{'resource': {'id': 3192429, 'url': 'brands/3192429', 'link': 'https://api.shoplightspeed.com/us/brands/3192429.json'}}",1,M,67046653
112677801,Roberta Top- Crochet Onyx,Meet your new favorite layering piece: the Roberta Top. This top features an airy open crochet knit and tie-front closure that allows for a customized fit and a touch of vintage-inspired flair. Pair it with the Angelina skirt for the perfect look.,in stock,new,158 USD,roberta-top-crochet-onyx,https://cdn.shoplightspeed.com/shops/651012/files/70302049/screenshot-2025-05-15-at-95557pm.png,"{'resource': {'id': 3192429, 'url': 'brands/3192429', 'link': 'https://api.shoplightspeed.com/us/brands/3192429.json'}}",1,XS,67046601
112677799,Roberta Top- Crochet Onyx,Meet your new favorite layering piece: the Roberta Top. This top features an airy open crochet knit and tie-front closure that allows for a customized fit and a touch of vintage-inspired flair. Pair it with the Angelina skirt for the perfect look.,in stock,new,158 USD,roberta-top-crochet-onyx,https://cdn.shoplightspeed.com/shops/651012/files/70302049/screenshot-2025-05-15-at-95557pm.png,"{'resource': {'id': 3192429, 'url': 'brands/3192429', 'link': 'https://api.shoplightspeed.com/us/brands/3192429.json'}}",1,S,67046601
112677795,Roberta Top- Crochet Onyx,Meet your new favorite layering piece: the Roberta Top. This top features an airy open crochet knit and tie-front closure that allows for a customized fit and a touch of vintage-inspired flair. Pair it with the Angelina skirt for the perfect look.,in stock,new,158 USD,roberta-top-crochet-onyx,https://cdn.shoplightspeed.com/shops/651012/files/70302049/screenshot-2025-05-15-at-95557pm.png,"{'resource': {'id': 3192429, 'url': 'brands/3192429', 'link': 'https://api.shoplightspeed.com/us/brands/3192429.json'}}",1,M,67046601
112677545,Chloe Sweater- Royal,,in stock,new,158 USD,chloe-sweater-royal,https://cdn.shoplightspeed.com/shops/651012/files/70301884/screenshot-2025-05-15-at-93744pm.png,"{'resource': {'id': 3192429, 'url': 'brands/3192429', 'link': 'https://api.shoplightspeed.com/us/brands/3192429.json'}}",0,XS,67046356
112677542,Chloe Sweater- Royal,,in stock,new,158 USD,chloe-sweater-royal,https://cdn.shoplightspeed.com/shops/651012/files/70301884/screenshot-2025-05-15-at-93744pm.png,"{'resource': {'id': 3192429, 'url': 'brands/3192429', 'link': 'https://api.shoplightspeed.com/us/brands/3192429.json'}}",0,S,67046356
