id,title,description,availability,condition,price,link,image_link,brand,quantity_to_sell_on_facebook,size,item_group_id
112894034,Righteous Runsie- Supernova,"The perfect one-and-done running outfit, this easy romper features a slim-fitting top with a cooling cutout at the center paired with airy retro-style shorts.",in stock,new,98 USD,righteous-runs-supernova,https://cdn.shoplightspeed.com/shops/651012/files/70511179/screenshot-2025-05-29-at-112929am.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",1,XS,67175783
112894013,Righteous Runsie- Supernova,"The perfect one-and-done running outfit, this easy romper features a slim-fitting top with a cooling cutout at the center paired with airy retro-style shorts.",in stock,new,98 USD,righteous-runs-supernova,https://cdn.shoplightspeed.com/shops/651012/files/70511179/screenshot-2025-05-29-at-112929am.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",2,S,67175783
112893991,Righteous Runsie- Supernova,"The perfect one-and-done running outfit, this easy romper features a slim-fitting top with a cooling cutout at the center paired with airy retro-style shorts.",in stock,new,98 USD,righteous-runs-supernova,https://cdn.shoplightspeed.com/shops/651012/files/70511179/screenshot-2025-05-29-at-112929am.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",1,M,67175783
112893920,All Clear V Neck Cami- White,"So essential, this cami is an easy layer featuring a soft and light fabrication that offers barely-there coverage, with a flattering V-neckline and racerback for effortless cool.",in stock,new,30 USD,all-clear-v-neck-cami-white,https://cdn.shoplightspeed.com/shops/651012/files/70511128/screenshot-2025-05-29-at-112725am.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",2,XS/S,67175747
112893906,All Clear V Neck Cami- White,"So essential, this cami is an easy layer featuring a soft and light fabrication that offers barely-there coverage, with a flattering V-neckline and racerback for effortless cool.",in stock,new,30 USD,all-clear-v-neck-cami-white,https://cdn.shoplightspeed.com/shops/651012/files/70511128/screenshot-2025-05-29-at-112725am.png,"{'resource': {'id': 3047041, 'url': 'brands/3047041', 'link': 'https://api.shoplightspeed.com/us/brands/3047041.json'}}",2,M/L,67175747
112874576,Oyster Pearl Bag Charm,"A little bit salty, a little bit chic. This Oyster Pearl Bag Charm keychain brings beach-town vibes wherever you clip it.",in stock,new,26 USD,oyster-pearl-bag-charm,https://cdn.shoplightspeed.com/shops/651012/files/70495159/screenshot-2025-05-28-at-12710pm.png,"{'resource': {'id': 3787135, 'url': 'brands/3787135', 'link': 'https://api.shoplightspeed.com/us/brands/3787135.json'}}",4,One size,67163172
112874360,Freshwater Fish Bag Charm,Bring the freshwater lake aesthetic everywhere with the Freshwater Fish Bag Charm keychain!,in stock,new,25 USD,freshwater-fish-bag-charm,https://cdn.shoplightspeed.com/shops/651012/files/70494817/screenshot-2025-05-28-at-12411pm.png,"{'resource': {'id': 3787135, 'url': 'brands/3787135', 'link': 'https://api.shoplightspeed.com/us/brands/3787135.json'}}",4,One size,67162975
112874297,Marblehead Bag Charm,"Add a clean, timeless touch to your beach bag or boat keys with this Marblehead Bag Charm keychain.",in stock,new,25 USD,custom-city-bag-charm,https://cdn.shoplightspeed.com/shops/651012/files/70494717/screenshot-2025-05-28-at-12040pm.png,"{'resource': {'id': 3787135, 'url': 'brands/3787135', 'link': 'https://api.shoplightspeed.com/us/brands/3787135.json'}}",9,One size,67162917
112795154,Revolver Jade Racerback Bra- Black,"Full coverage bra with extra support in black
Colourblocked with tan, navy and cream piping
Scooped T bar back with printed arrow logo
Internal underbust elastic and removable cups
Recycled textured rib fabrication with moisture wicking properties",in stock,new,89.99 USD,revolver-jade-racerback-bra-black,https://cdn.shoplightspeed.com/shops/651012/files/70424326/screenshot-2025-04-17-at-91339am.png,"{'resource': {'id': 3679981, 'url': 'brands/3679981', 'link': 'https://api.shoplightspeed.com/us/brands/3679981.json'}}",0,L,67116037
112795153,Revolver Jade Racerback Bra- Black,"Full coverage bra with extra support in black
Colourblocked with tan, navy and cream piping
Scooped T bar back with printed arrow logo
Internal underbust elastic and removable cups
Recycled textured rib fabrication with moisture wicking properties",in stock,new,89.99 USD,revolver-jade-racerback-bra-black,https://cdn.shoplightspeed.com/shops/651012/files/70424326/screenshot-2025-04-17-at-91339am.png,"{'resource': {'id': 3679981, 'url': 'brands/3679981', 'link': 'https://api.shoplightspeed.com/us/brands/3679981.json'}}",1,M,67116037
